bib,name,status,category,sex,country,St Paul,Ecole  Bel,Ilet Savan,Ratinaud,Possession,Chaloupe,Colorado,La Vigie,St Denis
7562,Alain RIBAUT,FINISHER,M4 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:27:24.000+04:00,2025-10-18T08:35:00.000+04:00,2025-10-18T10:06:48.000+04:00,2025-10-18T11:44:44.000+04:00,2025-10-18T13:18:06.000+04:00,2025-10-18T15:30:05.000+04:00,2025-10-18T16:16:08.000+04:00,2025-10-18T16:46:35.000+04:00
7610,Vincent GILLET,FINISHER,M0 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:34:08.000+04:00,2025-10-18T08:45:43.000+04:00,2025-10-18T10:20:57.000+04:00,2025-10-18T12:04:27.000+04:00,2025-10-18T13:39:11.000+04:00,2025-10-18T15:39:02.000+04:00,2025-10-18T16:15:06.000+04:00,2025-10-18T16:46:35.000+04:00
7338,Anais GAUTHIER,FINISHER,SE F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:37:40.000+04:00,2025-10-18T08:53:34.000+04:00,2025-10-18T10:34:25.000+04:00,2025-10-18T12:11:54.000+04:00,2025-10-18T13:49:25.000+04:00,2025-10-18T15:45:24.000+04:00,2025-10-18T16:18:50.000+04:00,2025-10-18T16:46:53.000+04:00
7378,Thomas RUCHE,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:26:45.000+04:00,2025-10-18T08:28:26.000+04:00,2025-10-18T09:55:55.000+04:00,2025-10-18T11:30:23.000+04:00,2025-10-18T13:12:08.000+04:00,2025-10-18T15:27:48.000+04:00,2025-10-18T16:11:15.000+04:00,2025-10-18T16:46:57.000+04:00
7171,Freddy BIGOT,FINISHER,M2 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:33:33.000+04:00,2025-10-18T08:47:19.000+04:00,2025-10-18T10:25:06.000+04:00,2025-10-18T11:51:33.000+04:00,2025-10-18T13:37:22.000+04:00,2025-10-18T15:39:05.000+04:00,2025-10-18T16:18:59.000+04:00,2025-10-18T16:47:28.000+04:00
7058,Marlène JOLIVET,FINISHER,M0 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:31:47.000+04:00,2025-10-18T08:45:17.000+04:00,2025-10-18T10:20:58.000+04:00,2025-10-18T12:00:02.000+04:00,2025-10-18T13:37:59.000+04:00,2025-10-18T15:46:01.000+04:00,2025-10-18T16:19:12.000+04:00,2025-10-18T16:48:10.000+04:00
7558,Gregory ROBERT,FINISHER,M0 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:29:29.000+04:00,2025-10-18T08:41:09.000+04:00,2025-10-18T10:19:54.000+04:00,2025-10-18T11:58:56.000+04:00,2025-10-18T13:35:50.000+04:00,2025-10-18T15:40:50.000+04:00,2025-10-18T16:19:38.000+04:00,2025-10-18T16:48:21.000+04:00
7298,Thierry DEWYSPELAERE,FINISHER,M3 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:25:58.000+04:00,2025-10-18T08:27:53.000+04:00,2025-10-18T10:03:37.000+04:00,2025-10-18T11:47:57.000+04:00,2025-10-18T13:27:24.000+04:00,2025-10-18T15:41:43.000+04:00,2025-10-18T16:15:45.000+04:00,2025-10-18T16:51:54.000+04:00
7127,Jérémy SPRIMONT,FINISHER,M1 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:31:30.000+04:00,2025-10-18T08:43:20.000+04:00,2025-10-18T10:15:16.000+04:00,2025-10-18T11:53:54.000+04:00,2025-10-18T13:37:10.000+04:00,2025-10-18T15:46:20.000+04:00,2025-10-18T16:23:13.000+04:00,2025-10-18T16:52:36.000+04:00
7635,Maxime JULIEN,FINISHER,M0 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:24:00.000+04:00,2025-10-18T08:30:15.000+04:00,2025-10-18T10:18:47.000+04:00,2025-10-18T11:58:46.000+04:00,2025-10-18T13:38:39.000+04:00,2025-10-18T15:45:47.000+04:00,2025-10-18T16:21:28.000+04:00,2025-10-18T16:53:08.000+04:00
7012,Frederique GRANGE,FINISHER,SE F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:35:56.000+04:00,2025-10-18T08:51:18.000+04:00,2025-10-18T10:31:39.000+04:00,2025-10-18T12:11:24.000+04:00,2025-10-18T13:43:41.000+04:00,2025-10-18T15:49:19.000+04:00,2025-10-18T16:21:48.000+04:00,2025-10-18T16:53:29.000+04:00
7620,Kevin BONNABEAU,FINISHER,M2 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:26:50.000+04:00,2025-10-18T08:35:31.000+04:00,2025-10-18T10:05:28.000+04:00,2025-10-18T11:46:43.000+04:00,2025-10-18T13:36:44.000+04:00,2025-10-18T15:46:56.000+04:00,2025-10-18T16:25:49.000+04:00,2025-10-18T16:54:30.000+04:00
7020,Bryan MARTIN,FINISHER,M1 H,MALE,MU,2025-10-18T06:38:00.000+04:00,2025-10-18T07:34:27.000+04:00,2025-10-18T08:48:25.000+04:00,2025-10-18T10:32:37.000+04:00,2025-10-18T12:04:16.000+04:00,2025-10-18T13:44:42.000+04:00,2025-10-18T15:55:13.000+04:00,2025-10-18T16:27:01.000+04:00,2025-10-18T16:54:48.000+04:00
7388,Sebastien BARET,FINISHER,M1 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:27:07.000+04:00,2025-10-18T08:32:05.000+04:00,2025-10-18T10:13:28.000+04:00,2025-10-18T11:49:24.000+04:00,2025-10-18T13:37:56.000+04:00,2025-10-18T15:49:41.000+04:00,2025-10-18T16:27:57.000+04:00,2025-10-18T16:54:56.000+04:00
7048,Ludovic RABAUD,FINISHER,M3 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:31:09.000+04:00,2025-10-18T08:40:05.000+04:00,2025-10-18T10:16:48.000+04:00,2025-10-18T11:50:10.000+04:00,2025-10-18T13:45:41.000+04:00,2025-10-18T15:51:34.000+04:00,2025-10-18T16:27:19.000+04:00,2025-10-18T16:55:47.000+04:00
7172,Cédric COLLINET,FINISHER,M1 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:30:23.000+04:00,2025-10-18T08:38:17.000+04:00,2025-10-18T10:11:23.000+04:00,2025-10-18T11:50:11.000+04:00,2025-10-18T13:26:01.000+04:00,2025-10-18T15:38:34.000+04:00,2025-10-18T16:22:43.000+04:00,2025-10-18T16:56:31.000+04:00
7054,Romain BRIGOT,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:33:12.000+04:00,2025-10-18T08:43:10.000+04:00,2025-10-18T10:25:10.000+04:00,2025-10-18T12:02:57.000+04:00,2025-10-18T13:43:29.000+04:00,2025-10-18T15:51:08.000+04:00,2025-10-18T16:26:41.000+04:00,2025-10-18T16:57:06.000+04:00
7324,Jean-Sébastien LEBOUCHER,FINISHER,M3 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:24:46.000+04:00,2025-10-18T08:29:11.000+04:00,2025-10-18T10:03:27.000+04:00,2025-10-18T11:53:09.000+04:00,2025-10-18T13:32:16.000+04:00,2025-10-18T15:35:23.000+04:00,2025-10-18T16:23:26.000+04:00,2025-10-18T16:57:19.000+04:00
7511,Ted SALLÉ,FINISHER,M2 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:39:09.000+04:00,2025-10-18T08:54:00.000+04:00,2025-10-18T10:24:20.000+04:00,2025-10-18T11:49:35.000+04:00,2025-10-18T13:37:48.000+04:00,2025-10-18T15:52:40.000+04:00,2025-10-18T16:32:00.000+04:00,2025-10-18T16:57:29.000+04:00
7056,Isabelle BROUSSE,FINISHER,M3 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:31:50.000+04:00,2025-10-18T08:44:10.000+04:00,2025-10-18T10:23:24.000+04:00,2025-10-18T12:03:16.000+04:00,2025-10-18T13:56:56.000+04:00,2025-10-18T15:51:41.000+04:00,2025-10-18T16:24:30.000+04:00,2025-10-18T16:57:40.000+04:00
7584,Sébastien DUBOIS,FINISHER,M1 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:22:41.000+04:00,2025-10-18T08:21:33.000+04:00,2025-10-18T09:46:04.000+04:00,2025-10-18T11:29:29.000+04:00,2025-10-18T12:58:16.000+04:00,2025-10-18T15:19:16.000+04:00,2025-10-18T16:18:04.000+04:00,2025-10-18T16:58:29.000+04:00
7090,Jean Patrick SINAMA MOUTAMA,FINISHER,M4 H,MALE,RE,2025-10-18T06:38:00.000+04:00,2025-10-18T07:25:05.000+04:00,2025-10-18T08:27:15.000+04:00,2025-10-18T10:08:28.000+04:00,2025-10-18T11:50:48.000+04:00,2025-10-18T13:26:26.000+04:00,2025-10-18T15:47:19.000+04:00,2025-10-18T16:25:47.000+04:00,2025-10-18T16:58:33.000+04:00
7439,Kevin FIRMIN,FINISHER,M0 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:31:48.000+04:00,2025-10-18T08:39:33.000+04:00,2025-10-18T10:13:40.000+04:00,2025-10-18T11:49:51.000+04:00,2025-10-18T13:23:31.000+04:00,2025-10-18T15:39:33.000+04:00,2025-10-18T16:25:24.000+04:00,2025-10-18T17:00:08.000+04:00
7622,Pierre DUCLOU,FINISHER,M0 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:32:30.000+04:00,2025-10-18T08:37:06.000+04:00,2025-10-18T10:07:35.000+04:00,2025-10-18T11:35:40.000+04:00,2025-10-18T13:20:59.000+04:00,2025-10-18T15:41:41.000+04:00,2025-10-18T16:25:26.000+04:00,2025-10-18T17:00:29.000+04:00
7162,Xavier DELELIENNE,FINISHER,M2 H,MALE,BE,2025-10-18T06:38:00.000+04:00,2025-10-18T07:29:50.000+04:00,2025-10-18T08:44:58.000+04:00,2025-10-18T10:31:42.000+04:00,2025-10-18T12:11:44.000+04:00,2025-10-18T13:52:00.000+04:00,2025-10-18T16:01:53.000+04:00,2025-10-18T16:32:45.000+04:00,2025-10-18T17:00:32.000+04:00
7119,Roger GIGANDET,FINISHER,M6 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:32:32.000+04:00,2025-10-18T08:42:36.000+04:00,2025-10-18T10:19:12.000+04:00,2025-10-18T12:04:06.000+04:00,2025-10-18T13:40:31.000+04:00,2025-10-18T15:51:19.000+04:00,2025-10-18T16:30:47.000+04:00,2025-10-18T17:00:38.000+04:00
7333,Solenn ROBIN,FINISHER,M0 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:31:04.000+04:00,2025-10-18T08:43:35.000+04:00,2025-10-18T10:22:42.000+04:00,2025-10-18T11:59:27.000+04:00,2025-10-18T13:41:54.000+04:00,2025-10-18T16:01:41.000+04:00,2025-10-18T16:33:45.000+04:00,2025-10-18T17:01:26.000+04:00
7607,Jean Jacques HOAREAU,FINISHER,M5 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:31:29.000+04:00,2025-10-18T08:42:25.000+04:00,2025-10-18T10:35:30.000+04:00,2025-10-18T12:17:06.000+04:00,2025-10-18T13:56:33.000+04:00,2025-10-18T16:00:28.000+04:00,2025-10-18T16:32:41.000+04:00,2025-10-18T17:01:28.000+04:00
7486,Mickélig PONSOT,FINISHER,M3 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:31:54.000+04:00,2025-10-18T08:48:08.000+04:00,2025-10-18T10:40:04.000+04:00,2025-10-18T12:21:11.000+04:00,2025-10-18T13:50:22.000+04:00,2025-10-18T15:53:52.000+04:00,2025-10-18T16:28:37.000+04:00,2025-10-18T17:01:31.000+04:00
7044,Cécile JOST,FINISHER,M0 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:32:35.000+04:00,2025-10-18T08:42:54.000+04:00,2025-10-18T10:23:05.000+04:00,2025-10-18T12:00:24.000+04:00,2025-10-18T13:36:53.000+04:00,2025-10-18T15:43:26.000+04:00,2025-10-18T16:26:43.000+04:00,2025-10-18T17:02:37.000+04:00
7293,Emilie MARIN,FINISHER,M0 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:36:21.000+04:00,2025-10-18T08:55:11.000+04:00,2025-10-18T10:34:19.000+04:00,2025-10-18T12:15:10.000+04:00,2025-10-18T13:46:20.000+04:00,2025-10-18T15:56:01.000+04:00,2025-10-18T16:32:43.000+04:00,2025-10-18T17:04:31.000+04:00
7247,Sylvain LEGAST,FINISHER,M1 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:27:43.000+04:00,2025-10-18T08:32:49.000+04:00,2025-10-18T10:12:22.000+04:00,2025-10-18T12:05:17.000+04:00,2025-10-18T13:32:12.000+04:00,2025-10-18T15:42:23.000+04:00,2025-10-18T16:28:19.000+04:00,2025-10-18T17:04:35.000+04:00
7235,Marion RIBES,FINISHER,M0 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:33:13.000+04:00,2025-10-18T08:44:26.000+04:00,2025-10-18T10:23:34.000+04:00,2025-10-18T12:01:11.000+04:00,2025-10-18T13:47:38.000+04:00,2025-10-18T15:58:18.000+04:00,2025-10-18T16:35:27.000+04:00,2025-10-18T17:04:53.000+04:00
7471,Fabien DURAND,FINISHER,M2 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:32:50.000+04:00,2025-10-18T08:43:00.000+04:00,2025-10-18T10:18:05.000+04:00,2025-10-18T11:54:38.000+04:00,2025-10-18T13:35:45.000+04:00,2025-10-18T15:46:44.000+04:00,2025-10-18T16:30:55.000+04:00,2025-10-18T17:05:32.000+04:00
7251,Berengere LEREBOURG,FINISHER,SE F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:35:50.000+04:00,2025-10-18T08:53:30.000+04:00,2025-10-18T10:34:10.000+04:00,2025-10-18T12:10:26.000+04:00,2025-10-18T13:47:08.000+04:00,2025-10-18T15:57:49.000+04:00,2025-10-18T16:32:46.000+04:00,2025-10-18T17:05:34.000+04:00
7323,Marie RAVENEL,FINISHER,SE F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:30:13.000+04:00,2025-10-18T08:43:26.000+04:00,2025-10-18T10:24:37.000+04:00,2025-10-18T12:01:26.000+04:00,2025-10-18T13:47:16.000+04:00,2025-10-18T15:55:59.000+04:00,2025-10-18T16:31:34.000+04:00,2025-10-18T17:06:08.000+04:00
7657,Thomas MAURAS,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:28:13.000+04:00,2025-10-18T08:37:24.000+04:00,2025-10-18T10:15:10.000+04:00,2025-10-18T11:58:53.000+04:00,2025-10-18T13:47:45.000+04:00,2025-10-18T16:00:48.000+04:00,2025-10-18T16:41:17.000+04:00,2025-10-18T17:07:23.000+04:00
7192,Vincent ARMOUGOM,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:30:36.000+04:00,2025-10-18T08:37:17.000+04:00,2025-10-18T10:18:51.000+04:00,2025-10-18T11:50:33.000+04:00,2025-10-18T13:48:20.000+04:00,2025-10-18T15:58:25.000+04:00,2025-10-18T16:38:04.000+04:00,2025-10-18T17:09:59.000+04:00
7337,Nina CHEVALLIER,FINISHER,SE F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:33:29.000+04:00,2025-10-18T08:49:44.000+04:00,2025-10-18T10:31:05.000+04:00,2025-10-18T12:16:18.000+04:00,2025-10-18T13:55:22.000+04:00,2025-10-18T16:00:41.000+04:00,2025-10-18T16:35:18.000+04:00,2025-10-18T17:10:24.000+04:00
7548,Yaseen ATCHIA,FINISHER,M0 H,MALE,MU,2025-10-18T06:38:00.000+04:00,2025-10-18T07:34:05.000+04:00,2025-10-18T08:45:07.000+04:00,2025-10-18T10:19:16.000+04:00,2025-10-18T11:56:50.000+04:00,2025-10-18T13:34:31.000+04:00,2025-10-18T15:55:50.000+04:00,2025-10-18T16:34:47.000+04:00,2025-10-18T17:10:28.000+04:00
7404,Mathieu STEFFAN,FINISHER,M0 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:35:48.000+04:00,2025-10-18T08:48:10.000+04:00,2025-10-18T10:19:32.000+04:00,2025-10-18T11:54:48.000+04:00,2025-10-18T13:35:42.000+04:00,2025-10-18T15:51:00.000+04:00,2025-10-18T16:31:21.000+04:00,2025-10-18T17:10:29.000+04:00
7294,Clément GORCE,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:24:19.000+04:00,2025-10-18T08:25:09.000+04:00,2025-10-18T10:08:26.000+04:00,2025-10-18T11:54:47.000+04:00,2025-10-18T13:38:51.000+04:00,2025-10-18T15:51:26.000+04:00,2025-10-18T16:33:58.000+04:00,2025-10-18T17:10:39.000+04:00
7456,Teddy MARDAMA-NAYAGOM,FINISHER,M2 H,MALE,RE,2025-10-18T06:38:00.000+04:00,2025-10-18T07:28:18.000+04:00,2025-10-18T08:30:29.000+04:00,2025-10-18T10:06:22.000+04:00,2025-10-18T11:39:23.000+04:00,2025-10-18T13:28:12.000+04:00,2025-10-18T16:00:36.000+04:00,2025-10-18T16:37:37.000+04:00,2025-10-18T17:11:11.000+04:00
7042,Julio PATISSIER,FINISHER,M1 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:28:32.000+04:00,2025-10-18T08:32:09.000+04:00,2025-10-18T10:11:16.000+04:00,2025-10-18T11:47:44.000+04:00,2025-10-18T13:35:51.000+04:00,2025-10-18T15:58:50.000+04:00,2025-10-18T16:41:55.000+04:00,2025-10-18T17:11:40.000+04:00
7205,Benjamin HOUOT,FINISHER,M1 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:28:52.000+04:00,2025-10-18T08:37:00.000+04:00,2025-10-18T10:15:21.000+04:00,2025-10-18T11:58:27.000+04:00,2025-10-18T13:52:50.000+04:00,2025-10-18T16:02:04.000+04:00,2025-10-18T16:40:48.000+04:00,2025-10-18T17:12:12.000+04:00
7352,Elvis REGNIER,FINISHER,M3 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:25:16.000+04:00,2025-10-18T08:30:11.000+04:00,2025-10-18T10:05:37.000+04:00,2025-10-18T11:42:41.000+04:00,2025-10-18T13:22:16.000+04:00,2025-10-18T15:44:48.000+04:00,2025-10-18T16:34:18.000+04:00,2025-10-18T17:12:22.000+04:00
7037,Coline BENARD,FINISHER,SE F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:34:38.000+04:00,2025-10-18T08:48:48.000+04:00,2025-10-18T10:34:22.000+04:00,2025-10-18T12:16:50.000+04:00,2025-10-18T13:49:20.000+04:00,2025-10-18T16:05:47.000+04:00,2025-10-18T16:43:05.000+04:00,2025-10-18T17:12:47.000+04:00
7497,Nazir PATEL,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:31:38.000+04:00,2025-10-18T08:42:22.000+04:00,2025-10-18T10:24:43.000+04:00,2025-10-18T12:10:05.000+04:00,2025-10-18T13:44:30.000+04:00,2025-10-18T16:03:14.000+04:00,2025-10-18T16:39:12.000+04:00,2025-10-18T17:12:59.000+04:00
7152,Pauline FOURNEL BARRET,FINISHER,M0 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:30:21.000+04:00,2025-10-18T08:42:13.000+04:00,2025-10-18T10:28:57.000+04:00,2025-10-18T12:14:35.000+04:00,2025-10-18T14:11:36.000+04:00,2025-10-18T16:10:41.000+04:00,2025-10-18T16:43:30.000+04:00,2025-10-18T17:13:40.000+04:00
7631,Clémence CEYRAT,FINISHER,SE F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:30:20.000+04:00,2025-10-18T08:43:17.000+04:00,2025-10-18T10:25:21.000+04:00,2025-10-18T12:05:58.000+04:00,2025-10-18T13:51:37.000+04:00,2025-10-18T15:57:37.000+04:00,2025-10-18T16:39:01.000+04:00,2025-10-18T17:13:56.000+04:00
7151,Benjamin LAURENT,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:30:34.000+04:00,2025-10-18T08:39:23.000+04:00,2025-10-18T10:13:31.000+04:00,2025-10-18T11:48:47.000+04:00,2025-10-18T13:42:31.000+04:00,2025-10-18T15:57:55.000+04:00,2025-10-18T16:44:50.000+04:00,2025-10-18T17:15:45.000+04:00
7372,Magali DEVERT,FINISHER,M1 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:29:40.000+04:00,2025-10-18T08:42:34.000+04:00,2025-10-18T10:32:41.000+04:00,2025-10-18T12:19:20.000+04:00,2025-10-18T13:54:33.000+04:00,2025-10-18T16:07:53.000+04:00,2025-10-18T16:44:27.000+04:00,2025-10-18T17:15:57.000+04:00
7487,Violette SIBI,FINISHER,SE F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:33:45.000+04:00,2025-10-18T08:45:12.000+04:00,2025-10-18T10:24:21.000+04:00,2025-10-18T12:04:01.000+04:00,2025-10-18T13:47:06.000+04:00,2025-10-18T16:06:06.000+04:00,2025-10-18T16:43:52.000+04:00,2025-10-18T17:17:02.000+04:00
7257,Cyrielle LETICHE,FINISHER,SE F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:35:51.000+04:00,2025-10-18T08:44:52.000+04:00,2025-10-18T10:31:15.000+04:00,2025-10-18T12:05:48.000+04:00,2025-10-18T14:03:17.000+04:00,2025-10-18T16:10:49.000+04:00,2025-10-18T16:46:30.000+04:00,2025-10-18T17:18:18.000+04:00
7078,Jocelyn RIVIERE,FINISHER,M2 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:28:40.000+04:00,2025-10-18T08:38:03.000+04:00,2025-10-18T10:15:57.000+04:00,2025-10-18T11:55:46.000+04:00,2025-10-18T14:01:02.000+04:00,2025-10-18T16:08:54.000+04:00,2025-10-18T16:49:48.000+04:00,2025-10-18T17:19:06.000+04:00
7018,David PAZ DEL SOCORRO,FINISHER,M3 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:32:05.000+04:00,2025-10-18T08:43:30.000+04:00,2025-10-18T10:24:18.000+04:00,2025-10-18T12:12:50.000+04:00,2025-10-18T13:56:33.000+04:00,2025-10-18T16:04:49.000+04:00,2025-10-18T16:42:11.000+04:00,2025-10-18T17:20:57.000+04:00
7494,Joseph ATTIAVE,FINISHER,M1 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:26:25.000+04:00,2025-10-18T08:32:29.000+04:00,2025-10-18T10:07:29.000+04:00,2025-10-18T11:48:15.000+04:00,2025-10-18T13:45:50.000+04:00,2025-10-18T16:02:48.000+04:00,2025-10-18T16:46:15.000+04:00,2025-10-18T17:21:52.000+04:00
7381,Simon LEBOSSÉ,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:32:46.000+04:00,2025-10-18T08:45:02.000+04:00,2025-10-18T10:35:03.000+04:00,2025-10-18T12:31:12.000+04:00,2025-10-18T14:04:28.000+04:00,2025-10-18T16:20:06.000+04:00,2025-10-18T16:54:06.000+04:00,2025-10-18T17:23:15.000+04:00
7245,Amélie PAQUET,FINISHER,M1 F,FEMALE,CA,2025-10-18T06:38:00.000+04:00,2025-10-18T07:36:10.000+04:00,2025-10-18T08:51:04.000+04:00,2025-10-18T10:34:53.000+04:00,2025-10-18T12:13:48.000+04:00,2025-10-18T14:00:04.000+04:00,2025-10-18T16:14:58.000+04:00,2025-10-18T16:56:41.000+04:00,2025-10-18T17:25:42.000+04:00
7394,Jean-Hugues CRESCENCE,FINISHER,M6 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:30:19.000+04:00,2025-10-18T08:43:13.000+04:00,2025-10-18T10:29:41.000+04:00,2025-10-18T12:16:24.000+04:00,2025-10-18T13:54:39.000+04:00,2025-10-18T16:11:45.000+04:00,2025-10-18T16:51:08.000+04:00,2025-10-18T17:26:26.000+04:00
7290,Nicolas HADYS,FINISHER,M0 H,MALE,RE,2025-10-18T06:38:00.000+04:00,2025-10-18T07:34:13.000+04:00,2025-10-18T08:50:05.000+04:00,2025-10-18T10:42:24.000+04:00,2025-10-18T12:30:22.000+04:00,2025-10-18T14:10:12.000+04:00,2025-10-18T16:22:57.000+04:00,2025-10-18T17:01:29.000+04:00,2025-10-18T17:26:53.000+04:00
7167,Rodrigue URBANELLI,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:29:14.000+04:00,2025-10-18T08:39:54.000+04:00,2025-10-18T10:24:34.000+04:00,2025-10-18T12:14:08.000+04:00,2025-10-18T14:10:07.000+04:00,2025-10-18T16:20:00.000+04:00,2025-10-18T16:58:12.000+04:00,2025-10-18T17:28:37.000+04:00
7533,Christelle NERBARD,FINISHER,M1 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:33:32.000+04:00,2025-10-18T08:45:40.000+04:00,2025-10-18T10:32:23.000+04:00,2025-10-18T12:16:08.000+04:00,2025-10-18T14:04:11.000+04:00,2025-10-18T16:24:43.000+04:00,2025-10-18T17:00:04.000+04:00,2025-10-18T17:28:43.000+04:00
7069,Arnaud EMMA,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:29:18.000+04:00,2025-10-18T08:42:38.000+04:00,2025-10-18T10:26:12.000+04:00,2025-10-18T12:23:08.000+04:00,2025-10-18T13:51:37.000+04:00,2025-10-18T16:06:09.000+04:00,2025-10-18T16:49:02.000+04:00,2025-10-18T17:28:47.000+04:00
7276,Valentin HAUCHECORNE,FINISHER,SE H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:22:31.000+04:00,2025-10-18T08:21:51.000+04:00,2025-10-18T10:06:10.000+04:00,2025-10-18T11:59:26.000+04:00,2025-10-18T13:45:21.000+04:00,2025-10-18T16:15:07.000+04:00,2025-10-18T16:52:19.000+04:00,2025-10-18T17:29:12.000+04:00
7536,Pascal SORLIER,FINISHER,M4 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:25:50.000+04:00,2025-10-18T08:32:54.000+04:00,2025-10-18T10:13:37.000+04:00,2025-10-18T11:56:43.000+04:00,2025-10-18T13:43:56.000+04:00,2025-10-18T16:03:37.000+04:00,2025-10-18T16:54:29.000+04:00,2025-10-18T17:29:48.000+04:00
7399,Fabrice Olivier FONTAINE,FINISHER,M2 H,MALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:32:03.000+04:00,2025-10-18T08:46:54.000+04:00,2025-10-18T10:35:39.000+04:00,2025-10-18T12:18:47.000+04:00,2025-10-18T14:01:11.000+04:00,2025-10-18T16:14:05.000+04:00,2025-10-18T16:55:09.000+04:00,2025-10-18T17:30:09.000+04:00
7400,Yasmina RENE,FINISHER,M0 F,FEMALE,FR,2025-10-18T06:38:00.000+04:00,2025-10-18T07:32:02.000+04:00,2025-10-18T08:47:05.000+04:00,2025-10-18T10:35:37.000+04:00,2025-10-18T12:18:57.000+04:00,2025-10-18T14:01:21.000+04:00,2025-10-18T16:14:02.000+04:00,2025-10-18T16:55:12.000+04:00,2025-10-18T17:30:09.000+04:00
